# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
0 12 600
  6 17.5 102 5.29011 9.6888 1362.58 -4.10394 2.598 0.309179
  7 22.5 109 5.48413 10.3537 1053.62 -4.44195 2.47289 -0.31429
  8 27.5 97 5.98312 9.21386 1280.35 -4.40688 3.13516 -0.0202366
  9 32.5 11 6.27858 1.04487 944.807 -3.25936 4.69764 3.04832
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1325000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.62352 6.83916 1378.93 -2.23209 2.35936 0.120505
  4 7.5 106 3.82524 10.0688 1262.98 -3.04249 1.88188 -0.50719
  5 12.5 103 5.71987 9.78379 1433.57 -3.82581 3.25511 0.0623047
  6 17.5 102 5.33915 9.6888 1304.62 -4.15087 2.60512 0.536566
  7 22.5 109 5.50262 10.3537 1309.65 -4.48274 2.46048 -0.342739
  8 27.5 97 5.99579 9.21386 1435.99 -4.4142 3.13001 -0.110302
  9 32.5 11 6.50097 1.04487 2102.95 -3.24419 4.84812 2.94362
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1330000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.62858 6.83916 1294.6 -2.24541 2.34909 0.233459
  4 7.5 106 3.82979 10.0688 1255.44 -3.02675 1.90845 -0.459993
  5 12.5 103 5.72552 9.78379 1315.5 -3.84438 3.28248 -0.0471697
  6 17.5 102 5.2861 9.6888 1419.8 -4.11585 2.59007 0.437022
  7 22.5 109 5.48462 10.3537 1239.46 -4.47135 2.43158 -0.416431
  8 27.5 97 5.96235 9.21386 1320.44 -4.40555 3.07616 -0.0328208
  9 32.5 11 6.52653 1.04487 1315.26 -3.3314 4.88443 3.20728
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1335000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.63749 6.83916 1343.74 -2.24295 2.36817 0.20313
  4 7.5 106 3.86384 10.0688 1260.03 -3.10895 1.8684 -0.462258
  5 12.5 103 5.72475 9.78379 1277.66 -3.86906 3.22421 -0.00576259
  6 17.5 102 5.30535 9.6888 1129.82 -4.14725 2.54897 0.598238
  7 22.5 109 5.50778 10.3537 1333.66 -4.51469 2.40715 -0.328832
  8 27.5 97 5.96642 9.21386 1196.61 -4.42428 3.0731 -0.00282485
  9 32.5 11 6.36145 1.04487 1497.86 -3.2395 4.72095 2.87092
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1340000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.61281 6.83916 1192.09 -2.22675 2.33897 0.233086
  4 7.5 106 3.83872 10.0688 1170.48 -3.05141 1.8951 -0.39651
  5 12.5 103 5.69704 9.78379 1312.78 -3.82597 3.22425 0.0305493
  6 17.5 102 5.29591 9.6888 1186.86 -4.14288 2.56152 0.495427
  7 22.5 109 5.47985 10.3537 1394.35 -4.47048 2.41983 -0.417988
  8 27.5 97 5.98048 9.21386 1227.16 -4.42724 3.05744 -0.126455
  9 32.5 11 6.3336 1.04487 1296.25 -3.28616 4.68936 2.80718
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1345000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.60972 6.83916 1042.01 -2.24559 2.34283 0.221651
  4 7.5 106 3.83541 10.0688 1276.98 -3.06434 1.88048 -0.519882
  5 12.5 103 5.72644 9.78379 1184.97 -3.83092 3.26447 -0.0556524
  6 17.5 102 5.32616 9.6888 1357.73 -4.16504 2.57944 0.644067
  7 22.5 109 5.52494 10.3537 1270.36 -4.52215 2.41849 -0.400984
  8 27.5 97 5.99996 9.21386 1338.24 -4.44105 3.08476 -0.0852081
  9 32.5 11 6.31615 1.04487 2118.33 -3.28202 4.6572 2.80745
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1350000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.61883 6.83916 1116.83 -2.24848 2.33873 0.110859
  4 7.5 106 3.83912 10.0688 1304.75 -3.03895 1.92113 -0.528815
  5 12.5 103 5.73508 9.78379 1258.41 -3.85024 3.25617 -0.00771977
  6 17.5 102 5.28569 9.6888 1297.44 -4.12418 2.57396 0.549879
  7 22.5 109 5.50316 10.3537 1276.28 -4.48832 2.45058 -0.428921
  8 27.5 97 5.97294 9.21386 1268.83 -4.4072 3.07632 0.0511805
  9 32.5 11 6.36225 1.04487 1175.36 -3.32306 4.72522 2.80604
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1355000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.61508 6.83916 1157.04 -2.21571 2.34556 0.279578
  4 7.5 106 3.82222 10.0688 1472.8 -3.04298 1.8944 -0.31381
  5 12.5 103 5.76234 9.78379 1413.89 -3.86687 3.27546 -0.0304533
  6 17.5 102 5.34544 9.6888 1310.88 -4.16981 2.61487 0.493057
  7 22.5 109 5.54064 10.3537 1154.72 -4.52441 2.44671 -0.330601
  8 27.5 97 5.99308 9.21386 1534.86 -4.41029 3.11312 -0.167483
  9 32.5 11 6.35664 1.04487 1734.27 -3.24585 4.75485 2.8527
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1360000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.63276 6.83916 1170.63 -2.23615 2.36732 0.276267
  4 7.5 106 3.8398 10.0688 1331.59 -3.05726 1.90924 -0.405951
  5 12.5 103 5.76019 9.78379 1153.88 -3.86499 3.28329 0.00963794
  6 17.5 102 5.3021 9.6888 1267.56 -4.12887 2.59728 0.361753
  7 22.5 109 5.51 10.3537 1461.5 -4.48062 2.46592 -0.387393
  8 27.5 97 6.0287 9.21386 1339.92 -4.46202 3.11163 -0.0430946
  9 32.5 11 6.45555 1.04487 1370.28 -3.22326 4.86358 2.88658
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1365000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.63555 6.83916 1237.53 -2.26248 2.35433 0.0820963
  4 7.5 106 3.88068 10.0688 1336.53 -3.08261 1.92593 -0.436762
  5 12.5 103 5.76802 9.78379 1198.84 -3.90125 3.23381 0.0943312
  6 17.5 102 5.30476 9.6888 1299.34 -4.14911 2.55287 0.299662
  7 22.5 109 5.51387 10.3537 1253.09 -4.48379 2.44862 -0.365317
  8 27.5 97 6.02104 9.21386 1188.64 -4.42066 3.15592 -0.0512223
  9 32.5 11 6.31718 1.04487 1940.52 -3.22241 4.70512 3.0286
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1370000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.60607 6.83916 1098.36 -2.21585 2.34633 0.273303
  4 7.5 106 3.83552 10.0688 1097.44 -3.03272 1.91169 -0.339988
  5 12.5 103 5.71876 9.78379 1238.35 -3.82505 3.27243 -0.103499
  6 17.5 102 5.25556 9.6888 1143.94 -4.08565 2.55344 0.466651
  7 22.5 109 5.45233 10.3537 1260.63 -4.41799 2.45389 -0.444407
  8 27.5 97 5.95974 9.21386 1254.57 -4.38637 3.12055 -0.0432646
  9 32.5 11 6.51121 1.04487 1219.33 -3.32877 4.8736 3.05435
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1375000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.60648 6.83916 1392.65 -2.23995 2.32839 0.220227
  4 7.5 106 3.83756 10.0688 1139.8 -3.03268 1.89511 -0.25203
  5 12.5 103 5.73487 9.78379 1325.94 -3.83634 3.27176 -0.00107334
  6 17.5 102 5.29256 9.6888 1309.84 -4.11852 2.5851 0.442411
  7 22.5 109 5.47087 10.3537 1266.72 -4.43532 2.45482 -0.356858
  8 27.5 97 6.01867 9.21386 1179.26 -4.41987 3.1516 -0.0194717
  9 32.5 11 6.44767 1.04487 986.476 -3.35834 4.79017 2.78888
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1380000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.6337 6.83916 1091.58 -2.23727 2.36458 0.246657
  4 7.5 106 3.8615 10.0688 1175.11 -3.04614 1.93755 -0.2957
  5 12.5 103 5.74086 9.78379 1518.61 -3.8456 3.27671 0.128433
  6 17.5 102 5.3343 9.6888 1396.06 -4.16353 2.58429 0.446925
  7 22.5 109 5.47878 10.3537 1366.24 -4.46506 2.39829 -0.370296
  8 27.5 97 5.95293 9.21386 1253.07 -4.41331 3.04359 -0.0191205
  9 32.5 11 6.36486 1.04487 1493.75 -3.29817 4.65355 2.88622
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1385000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.6288 6.83916 1486.03 -2.23246 2.38158 0.171096
  4 7.5 106 3.86494 10.0688 1283.04 -3.06064 1.93775 -0.32027
  5 12.5 103 5.73165 9.78379 1068.99 -3.83954 3.27204 -0.00173285
  6 17.5 102 5.29916 9.6888 1193.28 -4.15138 2.55278 0.523676
  7 22.5 109 5.494 10.3537 1339.47 -4.49424 2.38402 -0.316188
  8 27.5 97 5.94566 9.21386 1189.41 -4.38733 3.05616 -0.0182253
  9 32.5 11 6.34134 1.04487 1666.5 -3.20316 4.65832 2.98046
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1390000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.59818 6.83916 1005.45 -2.20344 2.35408 0.192959
  4 7.5 106 3.82867 10.0688 1403.79 -3.0477 1.89194 -0.405877
  5 12.5 103 5.7231 9.78379 1294.91 -3.8424 3.26493 0.0624269
  6 17.5 102 5.31691 9.6888 1228.87 -4.18198 2.5256 0.518325
  7 22.5 109 5.52098 10.3537 1167.59 -4.51659 2.41188 -0.420173
  8 27.5 97 6.0124 9.21386 1078.57 -4.4349 3.14048 -0.095435
  9 32.5 11 6.37138 1.04487 633.722 -3.23362 4.69076 2.80942
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1395000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.61683 6.83916 1321.29 -2.21897 2.36043 0.286174
  4 7.5 106 3.83934 10.0688 1348.45 -3.05741 1.88897 -0.405646
  5 12.5 103 5.73106 9.78379 1352.9 -3.87254 3.24757 -0.0986744
  6 17.5 102 5.31146 9.6888 1495.55 -4.18934 2.49684 0.601588
  7 22.5 109 5.50193 10.3537 1192.05 -4.50899 2.37789 -0.320606
  8 27.5 97 5.95037 9.21386 1355.95 -4.39218 3.07126 0.00438473
  9 32.5 11 6.46869 1.04487 1092.47 -3.36681 4.64942 2.88186
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1400000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.58919 6.83916 1358.99 -2.22347 2.32952 0.236233
  4 7.5 106 3.84394 10.0688 1268.65 -3.0439 1.91165 -0.435921
  5 12.5 103 5.74503 9.78379 1510.26 -3.8581 3.27511 -0.116384
  6 17.5 102 5.26191 9.6888 1336.13 -4.12033 2.52979 0.425178
  7 22.5 109 5.5052 10.3537 1238.09 -4.49952 2.39074 -0.384534
  8 27.5 97 5.98346 9.21386 1257.44 -4.42902 3.07053 -0.0953583
  9 32.5 11 6.51422 1.04487 1340.28 -3.32228 4.85944 3.1566
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1405000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.6536 6.83916 1020.62 -2.25468 2.37954 0.238621
  4 7.5 106 3.84553 10.0688 1410.22 -3.07718 1.88219 -0.560579
  5 12.5 103 5.74904 9.78379 1238.04 -3.86692 3.24692 -0.146384
  6 17.5 102 5.32854 9.6888 1432.29 -4.17297 2.53311 0.474213
  7 22.5 109 5.52276 10.3537 1384.97 -4.5138 2.41288 -0.333047
  8 27.5 97 5.98218 9.21386 1364.62 -4.4058 3.08848 -0.0271121
  9 32.5 11 6.32839 1.04487 1631.04 -3.26917 4.64578 3.0965
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1410000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.64506 6.83916 1247.25 -2.2616 2.36098 0.192383
  4 7.5 106 3.88767 10.0688 1198.92 -3.11684 1.90471 -0.443436
  5 12.5 103 5.80049 9.78379 1174.69 -3.92093 3.25715 0.020219
  6 17.5 102 5.29616 9.6888 1307.34 -4.15727 2.52477 0.461509
  7 22.5 109 5.44984 10.3537 1354.66 -4.4857 2.30883 -0.367627
  8 27.5 97 5.96386 9.21386 1301.05 -4.42556 3.04632 -0.0577811
  9 32.5 11 6.38333 1.04487 764.491 -3.33079 4.66675 3.0949
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1415000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.60882 6.83916 1354.39 -2.22408 2.36641 0.192016
  4 7.5 106 3.87032 10.0688 1294.86 -3.07715 1.90659 -0.450826
  5 12.5 103 5.7222 9.78379 1376.04 -3.83169 3.27137 0.0393753
  6 17.5 102 5.28702 9.6888 1280.62 -4.14295 2.52105 0.474094
  7 22.5 109 5.4873 10.3537 1399.03 -4.50134 2.34924 -0.473446
  8 27.5 97 5.96288 9.21386 1224.74 -4.41559 3.03313 0.0385624
  9 32.5 11 6.39125 1.04487 649.061 -3.23156 4.76261 2.87124
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1420000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.59779 6.83916 1214.87 -2.23441 2.31835 0.270473
  4 7.5 106 3.83624 10.0688 1107.22 -3.05411 1.89137 -0.462256
  5 12.5 103 5.70774 9.78379 1464.87 -3.81804 3.26868 0.023046
  6 17.5 102 5.25106 9.6888 1175.34 -4.12571 2.48721 0.515111
  7 22.5 109 5.45859 10.3537 1187.89 -4.46585 2.34667 -0.342644
  8 27.5 97 5.94903 9.21386 1456.67 -4.39948 3.06775 -0.0141182
  9 32.5 11 6.45727 1.04487 1023.09 -3.36852 4.72447 2.86844
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1425000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.63085 6.83916 1239.8 -2.24605 2.36036 0.174413
  4 7.5 106 3.84007 10.0688 1466.17 -3.05279 1.89326 -0.453581
  5 12.5 103 5.71875 9.78379 1168.49 -3.8487 3.25988 -0.101659
  6 17.5 102 5.31289 9.6888 1264.44 -4.15147 2.57315 0.36748
  7 22.5 109 5.42038 10.3537 1478.86 -4.43321 2.349 -0.41443
  8 27.5 97 5.94081 9.21386 1158.21 -4.39409 3.0371 -0.0178172
  9 32.5 11 6.25804 1.04487 1697.7 -3.22112 4.60371 2.81596
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1430000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.64106 6.83916 1334.33 -2.26793 2.33756 -0.661238
  4 7.5 106 3.83965 10.0688 1211.89 -3.06287 1.88922 -0.490641
  5 12.5 103 5.71403 9.78379 1473.29 -3.84937 3.23486 0.0435231
  6 17.5 102 5.2933 9.6888 1161.43 -4.13629 2.54191 0.180131
  7 22.5 109 5.50617 10.3537 1210.56 -4.49687 2.39313 -0.347037
  8 27.5 97 5.92583 9.21386 1130 -4.37398 3.03383 0.0596356
  9 32.5 11 6.20991 1.04487 1548.63 -3.14075 4.56252 2.85913
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1435000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.60414 6.83916 1225.12 -2.22986 2.32577 0.173053
  4 7.5 106 3.80654 10.0688 1490.22 -3.04237 1.86489 -0.474926
  5 12.5 103 5.69952 9.78379 1306.19 -3.81129 3.27916 0.114679
  6 17.5 102 5.28656 9.6888 992.152 -4.15205 2.51328 0.520816
  7 22.5 109 5.45393 10.3537 1150.48 -4.45338 2.37112 -0.347264
  8 27.5 97 5.94223 9.21386 1311.73 -4.39839 3.05171 0.00776013
  9 32.5 11 6.18927 1.04487 992.84 -3.19368 4.52509 2.74139
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1440000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.58182 6.83916 1302.26 -2.2073 2.31831 0.112448
  4 7.5 106 3.86531 10.0688 1532.83 -3.09354 1.88323 -0.460457
  5 12.5 103 5.73309 9.78379 1267.99 -3.85908 3.25434 -0.0242459
  6 17.5 102 5.30524 9.6888 1375.03 -4.14992 2.55766 0.41903
  7 22.5 109 5.48877 10.3537 1193.98 -4.49582 2.36685 -0.305779
  8 27.5 97 5.97418 9.21386 1276.17 -4.4311 3.06307 -0.00989283
  9 32.5 11 6.36785 1.04487 1935.96 -3.27949 4.6882 2.76198
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1445000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.61997 6.83916 1392.24 -2.24267 2.36068 0.104954
  4 7.5 106 3.87371 10.0688 1184.22 -3.08253 1.9171 -0.515137
  5 12.5 103 5.74207 9.78379 1471.26 -3.8616 3.25716 0.00128501
  6 17.5 102 5.27442 9.6888 1084.73 -4.13459 2.54858 0.282431
  7 22.5 109 5.49846 10.3537 1302.16 -4.50244 2.37755 -0.323199
  8 27.5 97 5.98084 9.21386 1250.84 -4.43935 3.06735 -0.0219205
  9 32.5 11 6.30326 1.04487 1745.02 -3.18769 4.71973 2.83636
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1450000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.61132 6.83916 1152.22 -2.23452 2.32879 0.21805
  4 7.5 106 3.82836 10.0688 1164.5 -3.04355 1.88916 -0.590331
  5 12.5 103 5.71795 9.78379 1135.55 -3.84924 3.24122 -0.0399393
  6 17.5 102 5.29189 9.6888 1410.02 -4.1371 2.5487 0.383738
  7 22.5 109 5.50474 10.3537 1216 -4.49096 2.41107 -0.441356
  8 27.5 97 6.01113 9.21386 1308.31 -4.46918 3.07719 0.0049545
  9 32.5 11 6.27201 1.04487 1286.51 -3.22738 4.58284 2.81279
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1455000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.59827 6.83916 1154.25 -2.19539 2.34546 0.153233
  4 7.5 106 3.82078 10.0688 1242.95 -3.04831 1.87439 -0.434076
  5 12.5 103 5.7438 9.78379 1342.16 -3.84533 3.26652 0.00716009
  6 17.5 102 5.30957 9.6888 1085.35 -4.14087 2.5713 0.504822
  7 22.5 109 5.4905 10.3537 1182.39 -4.49568 2.38131 -0.396424
  8 27.5 97 5.99231 9.21386 1348.3 -4.45036 3.08295 0.0358683
  9 32.5 11 6.27475 1.04487 1521.13 -3.20515 4.67357 2.75137
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
1460000 12 600
